Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'2 week' vs '0 week'.tStat	condition2.foldChange	condition2.pValue	'4 week' vs '0 week'.tStat	condition3.foldChange	condition3.pValue	'6 week' vs '0 week'.tStat
ENSMUSG00000001588	Acap1	1437117_at	-0.1	0.767808575185011	-0.599350224231464	0.2	0.130228577670161	1.96955278259212	0.7	0.00379961107958921	4.68960747620102
ENSMUSG00000001604	Tcea3	1424531_a_at				-0.4	0.00851385594808841	-4.06971029164287	-0.4	0.0075497285775374	-4.09237800575701
ENSMUSG00000001622	Csn3	1419735_at							0.3	0.0422865659398565	2.76684773016399
ENSMUSG00000001627	Ifrd1	1416067_at				0.5	0.00525025867524511	4.49684314800222	0.5	0.0060139819811921	4.29103424605896
ENSMUSG00000001630	Stk38l	1435878_at							-0.2	0.031555504943702	-2.98044872391191
ENSMUSG00000001632	Brpf1	1460402_at				0.2	0.045784559636191	2.73909627873674			
ENSMUSG00000001655	Hoxc13	1425874_at							0.1	0.332659368924567	1.22270367368182
ENSMUSG00000001657	Hoxc8	1452412_at	0.2	0.156389093340184	2.43340798209312						
ENSMUSG00000001661	Hoxc6	1427362_x_at				-0.4	0.00865243616866682	-4.0529600744445			
ENSMUSG00000001663	Gstt1	1418186_at				-0.5	0.00171942077831873	-5.57539472768832	-0.5	0.0121744013015527	-3.70030942369041
ENSMUSG00000001665	Gstt3	1423891_at				-0.2	0.00802675237990656	-4.12146343354138	-0.4	0.00261609983587229	-5.02783484668425
ENSMUSG00000001670	Tat	1451557_at				0.3	0.127157102898582	1.98730509424773	0.7	0.0174878088993703	3.42066675663581
ENSMUSG00000001672	Marveld3	1453264_at				0.2	0.16671931017512	1.78345919381442	-0.5	0.00875814279227553	-3.96944235171068
ENSMUSG00000001674	Ddx18	1456000_at	-0.1	0.688085420589921	-0.760617734411998	-0.1	0.451809775419271	-0.962857445347813	-0.2	0.236511801999123	-1.50449885742088
ENSMUSG00000001687	Ubl3	1423461_a_at				-0.3	0.00282156818388843	-5.08331171583632	-0.3	0.0117141781335839	-3.73198625739395
ENSMUSG00000001700	Gramd3	1428736_at				-0.2	0.195479642712005	-1.66259203405854	-0.3	0.0126964378033777	-3.66586197605293
ENSMUSG00000001707	Eef1e1	1449044_at	0.3	0.0268420379336382	4.35285881213154	0.8	4.2811248218752E-5	11.8699637368374	0.6	7.72279883228962E-4	6.27635921722616
ENSMUSG00000001729	Akt1	1416657_at				0.2	0.0282636029943686	3.11156437299049	0.2	0.162942340689512	1.78923935566276
ENSMUSG00000001739	Cldn15	1418920_at				-0.4	0.00191761579615074	-5.46659642916297	-0.4	0.00329366539809143	-4.82036301238858
ENSMUSG00000001741	Il16	1417391_a_at				-0.1	0.427233748628586	-1.01409296325229	0.9	0.00164171064590822	5.4816411077328
ENSMUSG00000001750	Tcirg1	1420635_a_at				0.6	5.32173788030828E-4	6.95080037940471	0.4	0.00133405975615946	5.68833170113073
ENSMUSG00000001751	Naglu	1417706_at				-0.2	0.0447883756397781	-2.75526844187976	-0.2	0.171909292210375	-1.7486872512899
ENSMUSG00000001755	Coasy	1423701_at				-0.2	0.055198793037979	-2.60152492855072			
ENSMUSG00000001761	Smo	1442215_at	0.1	0.5809425323886	1.01523314296084				0.2	0.183622740121499	1.69777314189466
ENSMUSG00000001763	Tspan33	1455618_x_at				-0.8	3.96238103669961E-5	-11.9805796688415	-0.7	6.56252820027315E-4	-6.44732347501762
ENSMUSG00000001767	Crnkl1	1420850_at				0.1	0.121384618845497	2.0219257035832	0.2	0.184840905069553	1.69316706182942
ENSMUSG00000001768	Rin2	1426368_at				-0.3	0.0400141526924862	-2.84217003006752	-0.4	0.0264126709368448	-3.10973067076521
ENSMUSG00000001773	Folh1	1450154_at				0.1	0.423787473176421	1.02133380135659			
ENSMUSG00000001774	Chordc1	1460645_at	0.5	0.090528889823482	2.96892650828782	1.5	3.61126285912203E-5	12.6138938096408	-0.1	0.418107481571929	-1.02423341455304
ENSMUSG00000001785	Pwp1	1417873_at				0.3	0.00465571490019542	4.6103335616755	0.3	0.00880161940472591	3.96435064213754
ENSMUSG00000001794	Capns1	1426400_a_at				-0.2	0.0111034215503695	-3.8485459347796	-0.2	0.0324147919266675	-2.95999837527602
ENSMUSG00000001802	Lrp3	1436083_at				-0.2	0.0486310307918645	-2.69361867370803			
ENSMUSG00000001815	Evx2	1421577_at				-0.2	0.142117004407456	-1.90469341649277			
ENSMUSG00000001819	Hoxd13	1440626_at				0.2	0.139852196025242	1.9173667147297	-0.3	0.107894472551731	-2.09317734572472
ENSMUSG00000001823	Hoxd12	1450553_at	-0.1	0.639943627478356	-0.868806922512762	-0.3	0.100855480829286	-2.15750374086232	-0.1	0.573627622668799	-0.718816857464776
ENSMUSG00000001833	Septin7	1454610_at				0.2	0.0126264972561242	3.73987953697823			
ENSMUSG00000001844	Zdhhc4	1432136_s_at				-0.2	0.00429403171666718	-4.68332714351583			
ENSMUSG00000001855	Nup214	1434351_at				0.1	0.148043558186234	1.87341503204291			
ENSMUSG00000001864	Aif1l	1424262_at	0.1	0.513952390875643	1.19363737961007	-0.1	0.431228314799786	-1.00647108848837			
ENSMUSG00000001865	Cpa3	1448730_at				0.4	0.00602981992356787	4.37517263907824	0.8	3.20774859623028E-4	7.3037357387932
ENSMUSG00000001870	Ltbp1	1448870_at				-0.2	0.0881259063056741	-2.25686382456089	-0.3	0.04178617665634	-2.77643087513699
ENSMUSG00000001909	Trmt1	1436494_x_at							-0.2	0.0796346555241039	-2.31075043569842
ENSMUSG00000001910	Nacc1	1420969_at							0.1	0.670824273751047	0.547532267724081
ENSMUSG00000001911	Nfix	1436364_x_at				-0.3	0.020001462041809	-3.38087159204234	-0.4	0.0192163013673847	-3.3475258138764
ENSMUSG00000001918	Slc1a5	1416629_at	-0.2	0.206772678701999	-2.16694336906933	-0.4	6.23016081894112E-4	-6.74629635064273	-0.5	0.00375939282768509	-4.70131586015312
ENSMUSG00000001930	Vwf	1435386_at	-0.1	0.7235357040263	-0.689293027019879	-0.3	0.0115857122066741	-3.81418970265159	-0.1	0.536957553786231	-0.785550562215131
ENSMUSG00000001942	Siae	1460387_a_at				-0.4	0.00621843531743674	-4.34569810619077	-0.4	0.0130256671615762	-3.64490817465457
ENSMUSG00000001943	Vsig2	1422634_a_at	-0.2	0.449063556491492	-1.36657571659245	-0.9	2.73844043582416E-4	-7.92997333192968	-1.1	0.00255722707267607	-5.05102860756433
ENSMUSG00000001946	Esam	1460356_at				-0.3	0.00888414957556167	-4.0311830510789	-0.2	0.0742258146533561	-2.36148046640651
ENSMUSG00000001948	Spa17	1417635_at				-0.1	0.30070521651906	-1.32014682017956	-0.2	0.211915434070474	-1.5877909289659
ENSMUSG00000001985	Grik3	1427709_at	-0.2	0.374800134502867	-1.56926850190849	-0.2	0.143267485874848	-1.8974060428975	0.1	0.653757114079994	0.576524040437933
ENSMUSG00000001986	Gria3	1420563_at				-0.2	0.174679335013875	-1.74899842702908			
ENSMUSG00000001995	Sipa1l2	1434261_at							-0.2	0.0498171455642131	-2.65018506528178
ENSMUSG00000001998	Ap4e1	1440261_at				0.6	2.72340196313889E-4	7.93991406130827	0.2	0.149394066915073	1.85493578356806
ENSMUSG00000001999	Blvra	1428580_at				0.2	0.0498548746714488	2.67474680128337	0.4	7.5016718958345E-4	6.30519752957803
ENSMUSG00000002007	Srpk3	1447806_s_at				-0.5	0.0126648965692546	-3.73682400689547	-0.4	0.0014311947665201	-5.62358638354619
ENSMUSG00000002010	Idh3g	1416789_at				-0.2	0.0212921522584034	-3.33304802712202			
ENSMUSG00000002012	Pnck	1422711_a_at				-0.3	0.0117202239324753	-3.80397335019525	-0.4	0.0108600810328063	-3.79194134348001
ENSMUSG00000002017	Fam98a	1416445_at				0.3	0.0165832674821979	3.5233348545496			
ENSMUSG00000002020	Ltbp2	1418061_at				0.1	0.320670830826272	1.26555623390054	0.4	0.00583079869463734	4.31522424175186
ENSMUSG00000002028	Kmt2a	1452377_at				0.4	0.165676706785949	1.78776519177443	-0.3	0.32422850573631	-1.24464536695598
ENSMUSG00000002031	Ift46	1417474_at				-0.5	8.923444470604E-4	-6.32429703944823	-0.2	0.0707538951909765	-2.395973993037
ENSMUSG00000002032	Tmem25	1452962_at				-0.4	0.00608328702918923	-4.36633160610242	-0.1	0.365217592144727	-1.14294540246913
ENSMUSG00000002033	Cd3g	1419178_at	0.9	0.0142087694525421	5.16358225082953	2.4	2.19680311400026E-4	8.27678207813915	3.8	1.58036529404338E-6	19.4810752231037
ENSMUSG00000002043	Trappc6a	1417034_at				-0.3	0.00326057529971355	-4.9428776286832	-0.3	0.107775681198455	-2.09483601324118
ENSMUSG00000002052	Supt6	1417628_at				0.2	0.0317105207080928	3.0204464611782			
ENSMUSG00000002055	Spag5	1433893_s_at	0.2	0.0966214904715604	2.90878553846578	0.7	1.57555325593322E-4	8.89134511941175	0.6	8.09702812824E-4	6.2238208772384
ENSMUSG00000002057	Foxn1	1450508_at				0.1	0.766106213025603	0.391582467481643			
ENSMUSG00000002058	Unc119	1418123_at				-0.4	0.00626520727894303	-4.33766109076242	-0.3	0.040917392104595	-2.79270149769675
ENSMUSG00000002059	Rab34	1416591_at				-0.8	2.35017977836263E-4	-8.1786701792018	-0.2	0.250964885938238	-1.45628403598007
ENSMUSG00000002064	Sdf2	1416857_at							-0.3	0.0550322428130145	-2.57762183570083
ENSMUSG00000002068	Ccne1	1416492_at				0.5	0.00599708207546082	4.37995687686467	0.5	9.35765541335131E-4	6.05958146165423
ENSMUSG00000002076	Hsf2bp	1428640_at	-0.4	0.049165503897085	-3.63377094304564	-0.1	0.3600330117054	-1.16593702424376	0.5	0.00781477620716913	4.06361269743002
ENSMUSG00000002083	Bbc3	1423315_at				-0.3	0.00334548650067681	-4.91918542928544			
ENSMUSG00000002100	Mybpc3	1418551_at				-0.2	0.0784972105610267	-2.34400340825631			
ENSMUSG00000002102	Psmc3	1416282_at				0.2	0.01147535556207	3.8226433419091	0.4	0.00128485400052713	5.72814295581318
ENSMUSG00000002103	Acp2	1424655_at							0.3	0.00606617530254723	4.2791399504286
ENSMUSG00000002104	Rapsn	1449331_a_at							0.2	0.0410797897281606	2.78947011552128
ENSMUSG00000002105	Slc39a13	1423926_at				-0.2	0.0448740120812967	-2.75398881583118	-0.2	0.140785476523032	-1.89766220201192
ENSMUSG00000002107	Celf2	1451154_a_at	0.2	0.541663762035423	1.11899147682801	0.1	0.585803705550341	0.705370727452335	0.3	0.050270264407661	2.64273765595169
ENSMUSG00000002108	Nr1h3	1450444_a_at							0.2	0.0652394258291669	2.45270615244163
ENSMUSG00000002109	Ddb2	1425706_a_at							-0.3	0.126200783565907	-1.98010558473695
ENSMUSG00000002111	Spi1	1418747_at				0.2	0.0913041642640352	2.23118888454979	1.2	3.50104776433002E-5	10.3312818616331
ENSMUSG00000002129	Sf3a1	1449333_at				0.4	0.00127446136143922	5.89633473043271			
ENSMUSG00000002147	Stat6	1426353_at				0.2	0.0136311711097846	3.67747000470793	0.2	0.110915426957593	2.07326801334501
ENSMUSG00000002190	Clgn	1457829_at				-0.1	0.617144318295299	-0.650045525596624	0.2	0.147114659162029	1.86591253622954
ENSMUSG00000002204	Napsa	1423590_at				0.3	0.0559911374546219	2.59016371876971	1.0	4.84392569573896E-5	9.86821748718422
ENSMUSG00000002210	Smg9	1460435_at				-0.2	0.0228730500017391	-3.27758351252324			
ENSMUSG00000002221	Paxip1	1423303_at				0.1	0.226914122199289	1.54727670662727	0.2	0.0686422961655301	2.41663675823775
ENSMUSG00000002222	Rmnd5a	1426884_at				-0.3	0.0136393584151464	-3.6765568626156	-0.8	6.4776705543583E-5	-9.3802575149985
ENSMUSG00000002227	Mov10	1416380_at				0.2	0.162895878750355	1.80074489943008	0.6	0.00978659130082176	3.87700217795596
ENSMUSG00000002228	Ppm1j	1453127_at				-0.1	0.527287848740994	-0.813900564349301	-0.4	0.00247818675851667	-5.08103947373051
ENSMUSG00000002233	Rhoc	1435394_s_at				-0.5	0.00102533683691238	-6.13785872487206	-0.5	0.00178748713469955	-5.40007374670451
ENSMUSG00000002249	Tead3	1420593_a_at				-0.1	0.33431175376134	-1.23060756988614			
ENSMUSG00000002250	Ppard	1439797_at	-0.3	0.0356576061701591	-4.01211479700151	0.3	0.0625932239313645	2.51006941668513	-0.1	0.762365042260088	-0.39560368314845
ENSMUSG00000002257	Def6	1452796_at				0.3	0.0212719418943348	3.33383986349018	1.0	1.79902785886323E-4	7.99443105127762
ENSMUSG00000002265	Peg3	1433924_at				-0.4	0.0293107940937137	-3.08310255621406	-1.1	5.823042244078E-5	-9.55469538038698
ENSMUSG00000002266	Zim1	1421405_at				0.1	0.609803898029961	0.663407358341043	0.1	0.414201959136856	1.0326613534143
ENSMUSG00000002274	Metrn	1427100_at				-0.2	0.100371556766496	-2.16089408330587			
ENSMUSG00000002279	Lmf1	1424259_at				-0.3	0.00270326564151859	-5.12306627819141	-0.3	0.00818580491531369	-4.02369555577278
ENSMUSG00000002280	Ciao3	1450452_a_at				0.2	0.0920097150224619	2.22533437255915			
ENSMUSG00000002289	Angptl4	1417130_s_at	0.8	0.0612550939305393	3.39102234720438	-0.1	0.628018317441167	-0.631457337476379	0.3	0.0988250035422161	2.15872872911312
ENSMUSG00000002297	Dbf4	1418334_at				0.9	1.05704191360682E-4	9.73937284314462	0.7	0.00259787857476267	5.03587652816326
ENSMUSG00000002307	Daxx	1419026_at							0.2	0.0794806533270765	2.31206700824137
ENSMUSG00000002308	Cd320	1417100_at				-0.3	0.0236700052232349	-3.25052839817007	-0.2	0.13361509860457	-1.93860458019269
ENSMUSG00000002319	Ipo4	1436420_a_at				0.3	0.00536159965406855	4.47767654135483	0.1	0.339160347247039	1.20612391252335
ENSMUSG00000002320	Tm9sf1	1442908_at				0.1	0.245438391260409	1.48630421002129	-0.3	0.0220353414906366	-3.24591672603674
ENSMUSG00000002324	Rec8	1419147_at				-0.1	0.295415431564241	-1.33551353471084	-0.3	0.0896428771708959	-2.22723325028218
ENSMUSG00000002325	Irf9	1421322_a_at	0.2	0.224918188941185	2.08440852454379	0.4	0.0114991082324709	3.82019704711223	0.4	0.00552820029073315	4.3607275540672
ENSMUSG00000002329	Mdp1	1450067_a_at				-0.2	0.0253954011879446	-3.19366588001379			
ENSMUSG00000002332	Dhrs1	1415677_at							-0.2	0.104501724022378	-2.11889591943293
ENSMUSG00000002341	Ncan	1434679_at	0.1	0.499059385310197	1.23920795150497	0.1	0.630938549366041	0.625506937990715	0.2	0.190388405165524	1.66941711124222
ENSMUSG00000002343	Armc6	1460397_at				0.3	0.00424051551674785	4.69415946734285	0.1	0.379414451929108	1.10944156557273
ENSMUSG00000002345	Borcs8	1429079_a_at							-0.1	0.557446804827045	-0.74741843232534
ENSMUSG00000002346	Slc25a42	1424790_at				-0.4	0.00128185107175047	-5.89071528312436	-0.4	0.0076221830230394	-4.08508167650634
ENSMUSG00000002365	Snx9	1423077_at				-0.2	0.0144378920855134	-3.63148858349456			
ENSMUSG00000002384	Bmp8b	1440706_at				-0.1	0.144800569407814	-1.88995708017525			
ENSMUSG00000002395	Use1	1451130_at				-0.5	0.0014851448683763	-5.73430110608208	-0.2	0.131172249471392	-1.95232779417611
ENSMUSG00000002396	Ocel1	1425191_at				-0.4	0.00162531867054822	-5.64005575118849			
ENSMUSG00000002409	Dyrk1b	1422254_a_at				-0.3	0.00461534774718476	-4.61892367099126			
ENSMUSG00000002428	Hltf	1450889_at				0.2	0.0454690651555596	2.74397362057539			
ENSMUSG00000002458	Rgs19	1417786_a_at				0.1	0.571590420241402	0.730381543566229	0.8	6.52647425925592E-4	6.45489514903697
ENSMUSG00000002475	Abhd3	1417946_at				0.1	0.126648928982058	1.99038147937936	-0.4	0.0251055698600058	-3.14931998692397
ENSMUSG00000002477	Snrpd1	1416336_s_at	0.2	0.110008757151989	2.76452880033949	0.6	4.14855864111211E-4	7.2833459203512	0.7	9.02434154545036E-4	6.11357136548055
ENSMUSG00000002486	Tchp	1438293_at				0.2	0.0115697317229681	3.81561849112367			
ENSMUSG00000002489	Tiam1	1418057_at				0.3	0.0233674680810069	3.26179173643092	0.3	0.0175437693509663	3.41781655598043
ENSMUSG00000002500	Rpl3l	1449398_at	-0.1	0.631200873125989	-0.893391589048667	-0.1	0.488567839134756	-0.887816691822513	0.1	0.6408169399654	0.598398097336832
ENSMUSG00000002504	Slc9a3r2	1431208_a_at	-0.2	0.350361860676269	-1.63208394077263	-0.7	1.83934263575301E-4	-8.61185624075987	-0.4	0.00466143521576798	-4.50888668703722
ENSMUSG00000002565	Scin	1450276_a_at	-0.3	0.226395433266965	-2.07451847683734	-0.8	9.92835433082631E-4	-6.17621808746108	-1.1	9.06615926371749E-4	-6.10254758610767
ENSMUSG00000002578	Ikzf4	1438274_at				-0.1	0.308462178468822	-1.29858586980496			
ENSMUSG00000002580	Mien1	1449412_at							-0.3	0.0054402950680984	-4.37580183454182
ENSMUSG00000002588	Pon1	1418190_at	1.5	0.148163218879592	2.48306666177623	0.3	0.192376946373043	1.67534838855854	0.3	0.205771750367556	1.61025568433408
ENSMUSG00000002602	Axl	1423586_at				-0.6	7.93473363675618E-4	-6.45350576296998	0.3	0.12572035888017	1.9827685284546
ENSMUSG00000002603	Tgfb1	1420653_at				0.1	0.467205484147005	0.931748842505308	0.7	0.0324104375521976	2.96018816784663
ENSMUSG00000002608	Ccdc97	1426692_at				0.1	0.383248202350643	1.11143678269753	-0.1	0.468336446437518	-0.920525897151986
ENSMUSG00000002617	Zfp40	1421251_at				-0.2	0.0503633117807899	-2.66764446686752	-0.2	0.117154826267996	-2.03333270798281
ENSMUSG00000002625	Akap8l	1417734_at				-0.3	0.0193171573786523	-3.40698465511897	-0.4	0.00852345827150428	-3.99040574930408
ENSMUSG00000002633	Shh	1436869_at	0.1	0.704404897883917	0.724599724596281	-0.6	0.0037133003677835	-4.82068873311239	-0.7	0.00446445975319646	-4.54833347791537
ENSMUSG00000002658	Gtf2f1	1417699_at							0.3	0.00405181747226431	4.63110706980692
ENSMUSG00000002660	Clpp	1416615_at				-0.1	0.151215489499733	-1.85799769987793			
ENSMUSG00000002661	Alkbh7	1428516_a_at				-0.4	0.00981115201375714	-3.94777274139678	-0.2	0.271628098140726	-1.38886113875551
ENSMUSG00000002668	Dennd1c	1437121_at				0.5	0.00134052228710954	5.84449066798973	0.8	6.20918373940645E-4	6.51824761678875
ENSMUSG00000002679	Med6	1424264_at				0.3	0.00879208303229514	4.04005373629027	0.3	0.0263107458303862	3.11290280703511
ENSMUSG00000002688	Prkd1	1422673_at							-0.2	0.135555062772652	-1.92661021985018
ENSMUSG00000002699	Lcp2	1418641_at	0.3	0.25490479913668	1.97057543330961	0.9	7.65111325916315E-4	6.49874724421009	2.0	2.99043867907099E-6	15.6765025468673
ENSMUSG00000002718	Cse1l	1448809_at				0.3	0.0162669658635644	3.53819116397592	0.3	0.0101165033823422	3.85125049224205
ENSMUSG00000002732	Fkbp7	1416803_at				-0.5	0.00220208013131024	-5.32226212096289	-0.1	0.25529502415228	-1.4419794016505
ENSMUSG00000002733	Plekha3	1420840_at	0.1	0.767925035193274	0.598691935535138	0.1	0.449509664561964	0.966931598500664	-0.2	0.282247983561603	-1.35880883249408
ENSMUSG00000002748	Baz1b	1434824_at				0.4	3.60890664016253E-4	7.45847040772944			
ENSMUSG00000002763	Pex6	1454738_x_at				0.1	0.413821788031017	1.04311895085111			
ENSMUSG00000002769	Gnmt	1417422_at	0.9	0.501090973284367	1.22708986637576	-0.1	0.683250241550967	-0.532312353117384	0.1	0.590948413366673	0.688125804179343
ENSMUSG00000002771	Grin2d	1442328_at				-0.3	0.017168472988377	-3.49532496410483			
ENSMUSG00000002781	Tmem143	1451304_at				-0.3	0.0169596023353422	-3.50470927129422	-0.2	0.0729789648240267	-2.37271863747478
ENSMUSG00000002797	Ggct	1435695_a_at	0.3	0.120398655495911	2.67470594266671	0.8	3.79406278459285E-4	7.39591470555309	0.9	2.96135621774447E-4	7.40074709992957
ENSMUSG00000002803	Btbd6	1435153_at				-0.2	0.0453909377967216	-2.745413577049	-0.3	0.0513035894989149	-2.62850225047513
ENSMUSG00000002804	Nudt14	1424753_at				-0.3	0.0131502200270344	-3.70911175684662	-0.2	0.205958726855423	-1.60944330652987
ENSMUSG00000002808	Epdr1	1450380_at	0.1	0.54928215661567	1.09384466491255	-0.7	0.00147416121687531	-5.74438503843785	-0.3	0.0136290606906171	-3.61259322692995
ENSMUSG00000002814	Top3a	1418597_at				0.2	0.0313664645729956	3.0309416140868	0.3	0.014424751600136	3.57031014827381
ENSMUSG00000002825	Qtrt1	1450630_at							0.2	0.0745172530270551	2.35863269089838
ENSMUSG00000002831	Plin4	1418595_at	0.7	0.0623170019481787	3.34906438407335	-0.1	0.54296688920229	-0.784350377571432	-0.2	0.511718378931096	-0.835844940565449
ENSMUSG00000002844	Adprh	1448333_at							0.2	0.0234203167732551	3.20313848912737
ENSMUSG00000002845	Tmem39a	1423316_at				0.4	0.0101773814135038	3.9203947247079			
ENSMUSG00000002846	Timmdc1	1420329_at	0.2	0.101684565945959	2.85232282690655	0.3	0.0074211701706381	4.19062168622087	0.4	0.015944080522981	3.49285122758602
ENSMUSG00000002847	Pla1a	1417785_at	0.5	0.0368220796663761	3.97429288752111	0.4	0.0133716268990363	3.69518447000943	1.1	7.22099282636849E-5	9.23362263802966
ENSMUSG00000002870	Mcm2	1434079_s_at				0.4	0.0135005586797687	3.68513260198358	0.5	0.00155105718060648	5.54180866445989
ENSMUSG00000002871	Tpra1	1460276_a_at				-0.3	0.0535920021568793	-2.62221347379837	-0.4	0.00228439824273588	-5.15864117575251
ENSMUSG00000002881	Nab1	1417624_at				0.4	0.0165924129660303	3.52275156304441	0.1	0.451377124682075	0.955123904973049
ENSMUSG00000002897	Il17ra	1420905_at							0.2	0.131069171284051	1.95304048055935
ENSMUSG00000002900	Lamb1	1424114_s_at				-0.2	0.0647089773183596	-2.48610267195459			
ENSMUSG00000002908	Kcnn1	1449536_at				-0.3	0.0332219214658987	-2.98395494864198			
ENSMUSG00000002910	Arrdc2	1428352_at				-0.1	0.73192985464067	-0.450623901807793	-0.2	0.0951827297970198	-2.18568590519022
ENSMUSG00000002944	Cd36	1450883_a_at	1.0	0.0613199780940852	3.3771853429895	-0.4	0.147482922223806	-1.87666027920569	0.1	0.830399766914785	0.284429234361658
ENSMUSG00000002948	Map2k7	1451736_a_at							-0.1	0.240467235908808	-1.49124140175781
ENSMUSG00000002949	Timm44	1448801_a_at				0.2	0.0179062835512466	3.46427110120652			
ENSMUSG00000002957	Ap2a2	1435869_s_at				-0.1	0.298977497179109	-1.32523259838582			
ENSMUSG00000002963	Pnkp	1416378_at				-0.2	0.151133308616084	-1.85851879183725	0.1	0.500633173762315	0.858317860315138
ENSMUSG00000002968	Med25	1448637_at				-0.2	0.00836970514100034	-4.0843741301368			
ENSMUSG00000002980	Bcam	1424791_a_at				-0.5	0.00134616894231015	-5.83937510895441	-0.3	0.00684216578141474	-4.17674164111113
